company_code,year,oil_production_barrels,gas_production_mcf,coal_production_tons,flared_gas_mcf,carbon_capture_tons,scope1_emissions_tons
254,1997,14043543.402503142,19513679.075659208,371598.47661891073,9351625.41819075,322804.9469244866,8669207.827901695
734,1999,5854886.373515714,24998005.253244042,10246.807694440418,3999420.7865802543,577.335408521118,4276904.103161556
357,2004,7166160.357760863,16058040.904181056,14484.898048688521,6777799.857022403,392967.6404558699,3901017.6997096427
23,2004,13444230.2726033,25586133.02376863,338456.03344143066,7138350.931044917,73694.01868525938,8307716.376594285
762,1994,11315534.854419574,16453247.329946812,362563.24916254834,7565928.594345116,224838.1554805045,6934442.183825239
522,2018,5787089.171425652,18600471.746900193,422934.71865986084,7241565.4577577235,141178.33880672493,4607632.803452768
758,2008,9863501.151094954,19589645.556233957,199799.9078963137,6037462.07564445,463953.746807345,5958585.529926349
837,1999,7097585.15011335,28527259.38836023,194888.33252275278,9584595.195021061,251054.10255439652,5192268.837648975
100,2001,6990963.940700698,11069070.956097351,276183.9863648288,5611367.549149116,261080.26851460658,4508536.749267711
802,1993,14406453.433605237,13937343.020216145,378663.4775174656,1998219.0540411724,38073.46362348724,8355465.623881999
180,2020,12615415.480761088,24114854.923950076,320496.09846910957,1723829.348558465,448680.51068046683,7329514.423035347
223,2007,11962305.935241438,21551553.197639376,163661.65192192633,1165389.5730595505,119513.74586344065,6978288.125197687
906,2005,7389288.170778586,15030627.808299517,173273.62821792235,4851310.481778422,206978.76092582458,4289888.113017714
762,2025,6185734.3304095045,15784017.749820096,381502.467783553,3459126.38573875,492647.2852231052,4120047.9403061224
659,2014,13708326.2128535,17346189.7121736,267323.33088080166,9056970.238120247,56947.57816578166,7967247.924449316
442,2012,5058795.693424509,19006938.986606568,48988.08778990471,8804330.727701701,359263.9335238249,3591957.383737344
608,2001,8880964.237010196,26360546.465055563,76497.4770761449,8540582.519434556,130067.20242152431,5905769.709796426
769,2023,7776125.029613336,10276309.529439252,425595.1879691579,8805503.056594357,209895.05016654741,5405715.819133574
325,2025,10703762.003488235,27960394.824269567,499401.71584924596,3678451.1151796766,209096.46399708142,7110617.45877727
516,1992,7505084.358858347,18260542.232630562,167841.45287062746,4835057.898067096,466116.4871328387,4610502.834067578
16,1998,8112053.59328308,14609950.351328261,193350.8307784127,3805642.5334824896,5181.172800450995,5144241.063639943
792,2007,13500398.549931936,20168253.990546905,77244.01239479311,1774729.4781056608,183602.03842057998,7198763.191564227
336,2024,11031888.234045187,23193400.853991568,117856.54203021078,9316416.6416644,426211.6865703091,6627807.616003666
759,2023,6456825.273293683,10895044.38387207,212314.92288794395,6543336.391674711,455256.0928911809,3723122.4719361453
258,2003,12264715.434958316,24315547.033321653,142194.82220538126,2192971.599437408,155662.3115492763,6669397.15956112
497,1993,7074592.014798784,25215223.75167725,350712.42729525745,2854530.609884456,120977.32881547236,5541370.542351808
988,2018,9330049.3011248,13323645.686468385,268924.72075208405,5056773.64766245,230634.73404980273,5726762.415296144
896,2004,11466072.368392933,13357628.567538058,411148.56414662185,1467046.701540072,372919.7766466287,6346268.1786680175
160,2017,7719295.374574873,14075691.090817537,362262.4588595097,3447926.0310522565,77019.28491861183,5087787.707817347
475,2005,8841068.146757923,25932574.241346076,64050.30598024025,7331017.489040861,392233.3956834405,5540134.823334886
852,2001,12341495.973041508,15440061.118623782,61694.482788359375,9283658.338267952,256336.21372829573,6592227.685857707
664,1994,14379109.534243435,25918716.76108709,447824.3192537285,9358582.741762176,70402.76933241884,9021896.727236947
908,2023,10292450.56959473,20810477.17877698,409755.6197238512,5680261.751058097,335879.6808358432,6374963.603912978
690,1990,5099709.715566227,25343426.603436172,233958.66158135442,3809397.293597089,314100.393993971,3866939.462742525
675,2021,8384637.512418305,21073460.833592217,65182.06738698629,9286710.896116331,311181.3790193316,5197522.766642139
380,2015,8986343.348455343,16715377.984235816,449288.1453429027,8079714.155811381,377393.2788872813,5782754.531330103
545,2006,8391736.20002244,28214282.853161164,115350.27868796505,6284007.243138366,90611.39287042158,5911327.115134605
929,2016,9362688.611155627,24305913.237149283,17767.387314827356,8510976.113031741,348748.6758610269,5812544.969925041
957,2013,11326662.538183998,19681096.05031343,462119.76249370107,5129473.319628203,443647.1785861034,6923282.851317547
691,2024,6211280.269977531,22748569.52750539,404467.8103615056,2009753.5123146435,265155.64774201426,4582657.930155124
427,2015,7726305.088675056,22316867.11737986,346740.84615922417,9444143.076130483,243014.84922940136,5765376.46496746
613,2012,10076480.860176247,17162324.3300854,17015.17867601754,5806063.6933179675,398894.06817879825,5290458.514343547
268,2011,8155733.081799751,18475434.935590435,264215.58919635456,7257614.970830078,73118.00289391674,5324852.254040742
835,1993,14910853.381353594,16365135.552662414,326818.07754188555,4530630.635936139,170436.99040694316,8334516.340966042
577,1998,9314314.670374881,29990362.62830906,379673.6203910157,2221673.7010822245,426892.1186683901,6164710.531586275
417,1993,13697991.535922162,21601289.07968779,235536.9423992618,3446936.154541214,249887.14344817985,7865033.3353816485
168,1996,13965098.356138645,11841106.421949245,476674.65004077845,1393053.6660940694,420218.05689791683,7565397.5656598285
842,2012,13360069.9972235,20382143.67403271,122390.53048658727,1788216.4171760785,125934.02690037597,7084976.381774307
43,1991,5468982.409451678,10999239.293436797,34867.45868091118,2844272.010953965,194787.2925888373,3148055.5991646964
556,2013,14477467.316133514,15773040.966259317,166383.1225043249,6049100.179231756,411809.29301422223,7437616.857529168
285,2020,6287425.621331769,18919222.319523662,330902.43515335635,9935962.632817296,81747.65333559347,5263135.288378868
397,2020,5344036.277142945,20685409.732038237,368578.60213813605,8593509.782354046,447388.8422866392,4300803.63557669
12,2023,9143696.079065576,29523627.994565096,369248.44855740445,1772803.4778373768,154931.62449459874,6363355.458987241
607,2013,6946340.32757856,29644434.47608304,55336.91381136696,8581093.04496238,486348.4357230542,4556741.333134058
302,2015,6841965.296632362,11961387.398127088,442544.72731413494,5826801.773316161,413863.74507383996,4594302.479038882
898,2005,7878196.1337615065,20762653.455257785,140416.85146144324,6942911.206719805,227792.60760118443,5247796.718548237
253,2002,7484056.0524685485,26342187.903842278,104955.55383161326,2167891.4808609737,371122.321978719,4815556.342407257
499,2004,11847954.02150153,14754256.405055095,307228.7384688003,4558962.043956939,277631.1176168089,6971926.553473314
754,2016,6867773.066360701,25011261.97176943,105924.53721691675,8957095.4338389,426623.73354244785,4796223.473542696
35,1993,10431183.051972587,27572381.11409959,254019.246427512,4828290.661391254,259054.45117241898,6488276.410655752
727,2005,14864265.461435298,23249747.92070917,203514.8482726869,2144021.2983308863,493997.63581890595,7526320.217176404
849,2019,9323824.209562888,16554066.976902377,116017.13131425873,3799677.570393875,66753.47919848096,5182833.2583491085
90,2019,11418731.087954365,28462646.386811454,146029.816250839,2993677.483311205,338234.522202523,6760873.873324023
776,2025,14693716.777298737,27670401.87348338,213703.6156804315,7182073.3608518,122826.7636618891,8552943.15453157
605,1992,6376389.980413643,24316506.37588075,173080.1731575991,9199249.87945969,95613.86087694883,4901480.712565092
922,2011,9186070.092930494,17273362.268743463,190787.89218579477,7601409.622305166,204125.37384104263,5814043.98815777
970,2011,13501924.00195254,25837927.247895986,367717.31078511925,8592579.86043309,183730.81004288228,8643774.380674466
602,2001,14323056.827448798,16322179.630042823,84189.95634616727,8252358.964749012,23167.652087929648,7498240.024681841
418,2010,11012360.57958905,15059057.026671413,313809.29366621224,1131438.727710591,213861.81211155752,5983560.534211587
115,1993,6434206.025402234,20300267.738225624,339078.88782391744,2119331.815245942,475959.1362170272,4502242.314492689
617,2020,14014715.83947655,29942704.500025015,401043.5230883724,4810411.776098074,233437.97180751775,9095715.648476647
903,2020,6744465.661909426,26086438.828682423,423663.5876548295,2008806.9812567,150907.60297999962,5169510.359652212
196,2012,8528778.483321186,24595854.642366476,79332.77173355741,7614412.886722758,474537.99887380324,5410050.778204862
826,2009,8755079.777622618,19040254.933879547,69130.38055900112,1631686.88376201,252861.2502396652,4776922.509567754
501,2004,9472915.39872628,16239000.183716321,307385.5065733045,4746176.893199837,143551.23574931035,6097656.672005944
626,2012,12901658.159309495,27118015.26301032,378458.2752914822,4530602.895519958,391494.75224228133,8035209.149674507
493,2017,13021443.781024847,21354655.599620387,136163.21511984125,5891010.908533519,111806.71936448716,7631559.972656957
75,2005,12196550.732781142,26265099.02243798,262923.60278655647,6664396.9489955995,123874.5524610036,7706386.350733186
413,2010,5221286.744215816,19755074.19141957,386119.71530588553,9522607.332464764,162166.00018286187,4525677.5273295855
376,2004,10648451.022171516,25079149.880242005,383751.55412022717,3440663.1908643628,197384.2130714511,6598127.318602586
420,2006,12474929.558814,27354821.173433896,326910.08305687277,6993860.397566827,291439.47488554777,7885827.839586757
729,2002,9446252.400615428,17827800.52939999,39393.84796668249,1315763.1075198888,257642.3342002095,4726012.229110046
277,2008,14449360.453653965,10271391.39808032,25321.930137861993,1009063.0124841585,371865.39433039236,6347730.197195837
761,2019,13238105.21880351,15098531.320418179,194222.65502470697,1228223.8996916749,358585.4297579509,6511299.070525264
676,2007,11381550.654868308,28298300.82168818,13343.713239609478,5040205.782885214,22780.0835080465,6686069.72601042
394,2003,5624251.836825134,23750845.211045817,452072.16592737613,5995118.363214977,66952.17538752269,5173806.066917578
869,2025,11523462.475831382,24744374.32873881,10072.332377362103,1055904.8190553302,107595.96077591804,6530115.828115718
457,2025,14115796.012522189,16505772.285308428,14806.431070990777,4567703.863986795,298831.8959163451,7277522.370481136
920,2009,8794453.868809514,24025459.6934999,82663.68918573014,1367710.188071766,447632.17544837383,5157411.375258153
192,2008,13381325.25605361,22925642.908188503,313507.56579278014,6879555.399089412,162453.306942437,8237789.342940152
739,1996,8131611.428621789,13567473.26954058,270777.070293178,6681088.284975534,481872.04155442974,5028455.477973506
689,1993,10701032.915473029,29373815.548612893,329743.56827767554,8057655.8930516485,86430.2790692576,7624343.2687207665
99,2023,11484244.183707824,17080511.8669548,446777.5705540007,5916347.817411692,462366.18152767874,7152219.652651887
548,1991,11779950.37558895,16585739.476800844,227472.8254058494,6606548.4548027245,400501.08812603,6267283.749750895
978,1994,13825493.144643482,17383230.88460396,21937.987940249204,3514773.6385079836,194516.70276470206,7275890.627244446
999,1999,7346222.670062821,11834392.306415386,381748.31260572886,1769084.3634130284,103156.06994189313,4629069.687875797
96,2021,7623695.852889746,22499270.341864318,405982.2313868851,7635755.457786509,195646.43956618704,5810115.589038898
664,2002,12040409.933107369,14772484.874927936,24944.179943282907,6506770.000352957,106869.32327749055,6331624.422374164
663,1994,6771938.124840381,26066255.127683617,121424.64681873693,9444986.48213906,280575.8663046016,4940841.8172495
190,1999,9642704.049639603,17883123.602678917,385298.399665867,9903032.575095234,287409.3808244021,6511006.661513819
736,1999,5200343.840772151,19171169.64581304,188077.61927315593,8625556.437771732,384094.65605374175,3890367.936894559
37,2016,6409793.369901141,22928441.08231118,236325.69923220947,9870596.736325953,263932.5318156478,5006205.135302348
780,2010,11788463.850288615,25237422.679074783,411587.87123910774,6827016.67028158,172573.1145361109,7724349.714156599
369,1997,12474616.03481754,14622306.096962234,47309.769204571254,1827542.453062284,455799.48077003966,5636662.6156065995
695,1990,6153190.332378768,29325886.594362922,338642.1622326522,1808492.8524907413,38999.28208455161,5211122.944141914
525,2017,7277095.50411197,22446430.91933362,107492.19337549958,8264077.967672315,404390.8451691743,4727395.219000757
279,2003,5989044.465370511,10112772.470007751,31325.715538258246,3131743.9230566123,204787.30907650827,3210133.027888983
217,2010,9334128.439251168,18312444.198471025,331248.9227955307,1548893.8647905365,90549.72090272712,5542310.983343766
867,2019,6261160.707446333,18736356.412615083,60706.12648656115,5250471.44261415,60177.86504189298,4097830.90129835
873,2010,9372960.1716689,26183299.51948794,373503.6294012583,3831812.7017762014,110382.20449762643,6741200.244561626
798,1998,12320982.558011316,16102795.482410077,101352.69562760863,6293342.335822172,60977.913381161154,6624760.734983578
273,2006,11833886.331434175,16624530.32589927,24256.010178926033,6401359.308219051,229465.28767302338,6167370.364150903
881,1994,7804604.868518452,11409881.857051358,49648.732496242796,7133509.010611748,174844.83025648212,4185187.092693845
62,2020,11737625.492469326,15670920.490516296,420635.12437295343,6187980.910652305,178294.52239303273,7102458.1412599245
596,2008,14277121.30899577,24339234.029717,185484.1081701371,4428262.423119094,78434.14649775637,8019986.76627912
880,2025,8475243.870849155,22695138.391196392,151133.32068370894,1213000.2941193893,329871.27720289404,5181795.935365473
729,2022,8291191.5369760655,11627881.760157881,245599.4098562633,9145796.21311188,303898.567565725,4817271.820544048
342,2002,10714386.514820173,12293877.84229566,316466.28442504216,3942295.5683812723,491143.2152155549,6069664.862124233
397,2003,7455018.110274718,17538519.27850216,18551.122656548512,5564355.175097711,83822.11965487657,4483147.785854166
699,2022,11515789.27980252,24875155.242820196,449094.25672526576,6012438.271005519,417007.71843021363,7383337.4044837225
19,2018,13322617.70672481,26658365.5625726,479240.6824101985,3833676.412654445,16935.807438895277,8910804.569536837
177,2025,9593185.05098632,10292480.860200347,208653.4080774346,3776328.607556612,36659.55616551109,5225796.620514396
612,1999,11795073.249283824,16580211.546148013,206314.45125772836,3347753.708719006,324025.8243748524,6174775.697982983
396,2020,11518854.238829952,18485237.2725715,439279.96063223574,3190180.0995032755,203234.8268863931,7301195.200798032
445,1995,5386655.618475895,28222656.215809133,214655.89906872378,1273561.5678262573,115250.54290259346,4524384.962382602
233,1990,6834162.951757764,20028131.154188856,428094.9674057317,9621231.415026551,1378.2554987715746,5857757.642016458
915,1996,13935300.0181813,15394015.304913675,14168.47224469403,6357664.529003953,331572.9655127488,6591834.72302531
76,2016,14388921.473650193,17800941.303276896,244825.30438398247,1972603.0820481656,220424.28535342863,7774944.158405869
265,2010,12804396.399111774,18728688.829894945,476214.5223861807,6327625.786064533,85393.61277477164,7962939.85814168
455,2017,14212481.483276946,23399917.47058557,126402.32936533629,3090228.354559262,486111.97455982503,7617760.936417945
796,2005,8061486.509185748,10821755.659348505,133077.41022621572,3796138.4615377,175420.89124186456,4284208.095063547
718,2012,7477109.7177904695,17789033.260487005,315061.4943563137,8210513.6955304695,151529.85038534022,5527485.971327133
735,2009,8843001.8756052,22931092.73828903,463095.44166048354,8972218.169394515,255157.10947859593,6374996.366618625
384,2014,5553419.9855045285,15666446.30728795,99371.12064482157,7298415.037589514,138603.3839766606,3714838.839443108
564,2017,13098716.190413278,21835020.133283082,460825.5129253902,9393233.340370975,136381.06109852166,8120990.09119694
851,1994,14841754.851150772,17145578.60208088,331501.8720574403,9145243.574749574,483143.31389268814,7797735.479900023
506,2010,13240292.924366098,25174417.35013551,496523.657130527,5960531.078267644,130573.81089750103,8361548.075615446
367,2007,10549753.348525481,11211953.92924987,368229.4232263154,9170619.934507303,302733.4166369242,6088012.224060862
144,1995,7952819.704829497,28359239.614027128,333900.2703586528,5904981.560626158,18723.338502723673,6267213.323699224
885,2018,6976978.885435807,13432250.958979513,407451.58597998315,1938465.9919660771,77174.62391508368,4905959.871044987
69,2008,8640628.7179666,13170941.734986983,87570.15964514625,8465097.513847094,11040.102650887895,5311131.378233112
99,2022,11669695.295482062,26812858.895464253,472992.8065166749,2180822.1807498396,267238.3530058446,7140446.288043546
396,1990,9470615.555408236,27385658.460477773,82797.75438803127,3843641.2045892184,245803.28033839044,5657706.778915667
25,1992,14340598.200844862,11859466.268916005,12835.184948227108,4418135.166108439,165461.2572296247,6595683.80809636
948,2010,13542203.429657325,28174378.560298204,348928.4205988711,8265573.461461341,350140.68414664513,8369130.509088364
891,2024,6024006.159628989,15465957.334579526,92297.7130644168,1751830.072055398,312897.326923082,3589485.0132465954
469,1992,6315252.2388571,22372433.70816111,379376.58981594234,5004473.182057694,300170.86135667464,4827331.097463789
484,2014,11762391.853001108,11371869.808157915,397519.4889911887,4930442.299573893,168129.05707130983,7047250.370018656
565,2009,7307683.899803543,17613222.02256402,118349.62032769658,6239442.155634949,163572.86382843027,4805975.869382463
151,2023,12910298.770117512,19014492.182090756,43360.16528760567,4184819.0355358715,436724.1918133092,6330564.019656676
144,2010,10913581.423263531,21996531.38712621,250410.4831393999,6194462.483487847,271982.3830425089,6282754.860382813
569,2012,7298305.2773335,20505439.428289313,445109.2552841455,9873048.519118229,136117.09506196622,5953903.94310474
39,1995,9786867.974805912,19229859.229831852,423645.55051468953,1643942.6685920442,271610.3703742614,6181361.962312963
109,2002,9060762.923670333,29192804.235311758,58541.228250134416,8871656.110444814,133385.4101692244,5925823.706294546
693,2012,13731593.591894047,13700455.539755184,482391.6322592643,3777664.9426371222,92649.51969548984,7878688.886728872
42,1998,5321624.749770503,13159884.612933364,131974.59769368402,5191447.926057176,141088.20114610577,3352640.308583898
186,2006,13958438.904667899,24268381.218013436,174695.58851152027,7670057.347740808,314446.24292044115,8188079.522705928
935,1991,11520826.828797434,11491037.697404642,74525.12153606566,9190328.171025474,257919.01538536826,5898123.583257022
398,2008,12375381.875483789,19657829.119885534,188901.482771323,1081679.3518291276,82250.1804424281,6562347.687426468
223,2008,5026074.633926338,19681062.383044146,317820.55315984,6959730.468551684,453956.4110629325,4093483.4485591073
634,1996,11282394.340372324,16200506.619181827,253039.13005891754,1625971.0567562017,249148.05098824477,6198000.324853867
133,2009,10884861.63711026,28608874.833603956,413769.74253139255,5731106.672539738,396862.6229519201,7396262.33517558
163,1998,10372055.563862998,15650868.70192023,320650.4056284109,7747840.794848733,165344.21366711566,6663735.461407643
215,2006,12858668.56705885,15768839.04476493,131772.23572465213,2525807.2718362147,478779.6999050924,6307706.43133576
733,2016,10558710.96396505,14685999.284474421,278719.01580841636,7874064.786953047,376046.548855034,5853532.030922849
235,1991,13570971.895598575,12915760.70441126,32095.562944104815,3785840.7382986085,227253.43532202175,6449919.566800137
843,2025,7326314.864096384,17280221.106969055,290395.28037223057,6494960.178529096,451146.41625825013,4534835.351228986
658,2008,13059825.889716998,23617745.2000086,194831.91477023426,6922369.348366386,358733.2403001435,7173926.644558241
751,2006,6793127.728248058,24843257.25541512,49199.24602791381,6840826.544783672,215264.09685075705,4740608.849408806
588,1994,13131177.9196898,26268378.32861362,153731.97649539085,1166903.1665032608,487068.8099461278,7342588.64073498
9,2007,14404635.188285677,13950877.770631172,449043.49630049244,2370466.0697291098,149271.66926331958,8205548.898312104
74,1996,8356941.423103841,10712653.764794596,293018.97371509456,8705824.213214826,128285.3760107428,5421412.457505379
954,2006,10298863.139801888,29493717.169767838,451632.4244715256,9458580.453355381,447328.1038279257,7438739.921956617
492,2025,11583290.229231477,10286650.385728572,205401.99348728376,6073010.99900607,353685.92034566164,5832228.630818792
913,1993,5794716.658544946,29213576.75916117,489454.299695044,6372742.257292512,172754.90629698648,5253305.051371033
253,2014,9940807.182041202,26576288.374235995,180009.5267490952,7795275.31053323,115901.19714941927,6640693.645730525
230,1994,8605849.765882468,28241495.22050273,378402.3075727547,4654947.576902825,89019.1494145135,6067551.552968479
519,2019,13724556.312513081,17743714.252222918,152701.54174002842,3952147.100402327,156748.18505489014,7550116.610412799
174,2001,13766795.187083261,13944039.977020666,52995.27422497935,7913814.990759372,62769.991642162015,7283023.668728377
653,1993,12007795.395472368,22129273.703511298,416528.29836781026,1254570.9126842292,72674.0730489725,7116164.265194923
168,2013,11557244.745924983,24825023.414329737,381290.76343507983,8968116.593121823,388312.15115139826,7531254.83007083
170,2018,12336884.592758568,12617221.326493211,410314.5169091517,4968122.723135322,31880.106458549162,7355556.095920393
393,1998,8659869.010028072,25952430.29369068,149847.265842806,5538057.53423843,219644.13991455306,5543011.95123123
946,1993,9045192.467506254,14171866.400251158,351830.8128004852,6708503.418976634,202499.41769507152,5916491.653706367
795,2013,10537047.228887053,19833545.858169198,109961.42387428248,3469471.734978197,480095.51941183454,5495402.69316206
634,2003,14380281.273644675,27129648.997563057,5655.768130742312,6376487.42304737,232770.8367270136,7717097.024760606
194,1994,12239998.741195627,13868490.22085385,433244.38781783404,7237350.521650073,80427.68255282828,7595487.15592192
517,2007,10509892.444962233,14837692.95965575,261762.7435279965,2061383.0494235037,44202.346953563174,6206965.852642163
29,2008,12704130.148967145,11255423.129983831,491826.6687410442,5684237.025296362,366219.3033575125,7110236.778293925
165,2001,8708903.12238425,12932282.23566261,192517.8474518734,3964781.2252729125,73868.22254664477,4842602.242450905
422,2007,12304667.011443706,12930516.395627374,478436.50349473517,6016219.531035863,468991.5541933358,6848237.14661318
339,2006,9106762.482827004,14068550.043082751,307528.6317362797,1191648.587471983,279606.66475756513,5112325.462880257
648,2019,7796614.070149861,15724007.941299677,256102.53591843168,7684123.205900514,200848.29352706822,5308734.50339205
496,2013,11097240.475222925,26299667.289570816,151404.80158987368,2515640.540920429,342166.33738489577,6630374.707675935
365,2000,11868775.596501846,28315277.28362235,412638.1706363704,7204482.528893581,99464.0380340775,8125508.716093403
833,2024,9592935.611795641,18125612.184579007,414397.37318556156,7919334.209374778,191128.7586606189,6558232.268034351
342,2012,10655007.313555015,12564179.039766217,208464.7661017557,7773507.9319943935,16706.924988607097,6306536.758077197
500,2006,11940660.748559568,14476198.501910612,363646.57097198913,8357518.851253874,438839.08316984656,7080227.967355366
657,1990,12677100.515575096,24724119.53710451,223618.967889136,3769706.3606333593,212628.53654981696,7249357.337199507
511,2004,13955714.790830763,23548510.384257793,369829.64723333815,9704018.488017632,379412.5962113712,8439212.55057664
327,2021,8545442.062643282,29344146.03211381,497095.0783593125,1214363.5762066173,458427.4003361892,6220676.172622701
217,1998,14514772.528525935,10289773.611901665,131248.15688205583,5330800.865033989,326396.56978108286,7096097.808104375
301,2004,11372798.101230875,25015175.205647137,317026.2285898655,3432564.4450806603,187873.35030918766,7244048.525241227
132,2017,12877018.82698948,20115872.00905963,189938.98255328168,7658924.04862187,309764.24188387545,7561533.023100444
804,2013,11997690.434814382,28053859.558449186,274185.78182425164,8247009.56867082,180165.5239278921,7799735.782077378
70,2024,7055717.253484067,21523333.482537337,437073.6401483312,8401532.747660443,283656.986289545,5275009.269408441
252,2011,5714383.830088283,18933354.48922831,173787.9347223274,3672136.500712214,216082.66185792867,3961495.539930858
415,2016,12262864.640181202,23317012.189859897,36194.15107061819,3467264.825010169,74934.21076863904,6888363.064429596
787,2008,10110526.677945765,26670468.84361995,399468.59262147953,7092421.47350611,390050.5736984633,6674034.287572311
445,2001,12022133.684083246,15649971.00345704,277512.4276016173,9353659.281248873,248209.5281263131,6896262.93512773
876,2009,9768428.039154597,12150540.87568516,224700.47357103345,3287846.940274885,95071.32709413851,5573160.6708637895
182,1990,8122345.20416504,18660362.36638641,91666.52344796377,9195397.29464294,445914.8365866653,4935387.701573299
167,2010,7850179.0925956825,14290397.45623457,46426.36585229226,6323152.537731399,426609.36187590356,4372702.955097068
91,1990,12305321.308699943,18590823.50790418,139367.77981227683,7641442.197418338,279413.0749661689,7001796.034963494
714,1999,7767800.814657748,29820963.455979,359452.131673776,4959028.643570377,485159.3384612356,5454271.646468212
858,2021,12146768.709254209,21482441.875480436,205885.4643200818,8261714.9949049475,463585.13379690546,6824721.292683189
531,2011,8839601.263173785,23872004.456934877,285113.7936928107,9734436.03488872,448502.91895642044,5729885.201130952
39,2007,12708984.043188024,23558568.44922837,41022.77683149042,2535181.582506797,66645.88792539644,7102980.839356906
126,2021,6428099.257826696,26414016.72572127,61621.52176470998,4470034.825002244,147314.78230936534,4361091.155313417
451,2016,7049799.432043456,28882571.98030759,5652.915446794693,8762109.814560104,205095.10765491263,4740382.366443387
173,2017,11859116.057201635,23176361.96416107,336642.22527453257,2590055.9279853404,415954.6358339555,6652104.459869638
653,2007,10602311.201982625,19521892.895064164,132227.26124421004,4716670.991037455,435617.88085344294,5567876.207861718
754,2018,7038783.426215992,16356618.928358229,483463.292916581,2495035.987397447,375742.598118331,4768828.552415075
220,2007,14028270.117268216,17205486.00247734,154227.90516359775,6835314.328816985,236199.64474159933,7733093.188592078
638,1997,7759441.474126463,16689612.162481133,181809.0194330056,3144872.369794893,80950.57542998124,4674170.909566992
58,2020,9210713.98193634,16489309.825477798,234744.91572385482,4427218.948578413,17598.09721661254,5561612.567995584
660,2023,7022879.41872538,23892500.087641887,159570.37439609645,5420202.924283007,349651.17757030134,4862856.825956437
476,1996,8880276.183415143,21754180.599037282,408721.6109385812,3674159.90792814,497077.0378063345,5705319.027308878
456,2025,9916467.501114741,14039900.898354525,438103.4049989913,7119108.373839638,172736.05963608163,6377529.651920192
829,2007,7952470.545129191,29392520.383323915,5518.0396041547565,2001245.0885955635,284365.95139530353,4614771.198930684
895,1998,12690936.731964834,18554510.307086386,327330.8142806913,8918206.882490993,405290.9335686489,7097634.64418614
361,1998,8939329.78646247,21321728.021361567,343044.1399494911,5332064.1083804695,93240.79962027149,6225851.016009129
935,1997,12295099.99958767,24052019.335795254,480712.4382990406,6155327.205868159,414778.50472981675,7613091.001544255
1,2024,7070721.753902433,22273547.53353791,185199.5986339934,6599167.098224079,312671.55576314055,4621607.173964703
387,2007,8770354.967931787,16221035.381912015,97639.98417384607,1537138.4291406062,284924.1544608766,4665141.586641062
973,1994,5080582.888955352,25954131.469747536,260290.53477109192,7812916.799800939,381140.84158949315,4127810.184432922
348,2003,12586375.839137118,12203072.791592538,223777.84228919502,9513476.687830856,120474.27088109308,7229143.431106931
190,2017,11258866.44330484,21379916.69407343,395865.7328020288,5679171.672034977,307390.2020063188,6724195.7169091515
505,2019,13178233.249204561,15466344.460282013,451987.7206177702,4517818.381242992,120188.1267393511,7436246.678870915
191,1993,9556107.881027132,22315247.353460364,43354.01381821497,8063162.651003669,89767.70402565825,5769850.452627534
508,2009,12997406.437128391,14359869.621687395,423289.73932445433,7483176.625480327,311677.318836624,7625682.340846879
369,2014,11475825.442709785,25443993.104186766,454485.43911074585,6858782.167268998,134640.5507863795,7925453.88807837
409,2017,5036129.325342387,14550726.625316653,462067.93913217867,9688162.819772238,357189.5865903617,4144747.6883817855
824,2001,7536942.950885119,27807842.69933665,382154.92942560243,6235969.797257928,257242.7197073404,5718762.559743845
929,1991,9938913.52206248,27231098.09340462,371041.280452039,3235381.695280575,347476.8814095056,6367601.873049568
934,2003,11186873.497119714,17247869.040276226,7448.387501211462,1222894.4313900294,445809.42557605857,5519260.953992293
117,2011,5655908.646646371,17716405.777480517,460095.81124491425,5081158.268936177,69123.02225058126,4712367.291813752
134,2020,12050799.281837918,24030069.15374981,175752.60690438832,6870912.014546113,33369.3239438565,7391038.690034191
58,2012,10435360.976472598,11807470.75944968,20560.948308696148,2549252.2464461736,199958.457366743,5123759.597558993
556,2009,10257793.068182856,11618388.243513586,206489.65505325896,1231873.6423091155,358353.8357834186,5306736.863447818
685,1993,7920455.580979152,12726483.936678864,366426.3166352747,9181805.097445302,443075.74292230647,5048166.986863274
672,2004,10948230.99490577,21249506.70899705,220977.60081254813,3717526.8505249824,17397.202363216737,6440875.36536279
173,2013,5274928.8963177465,12980046.096621864,379005.5447360829,5194444.910023592,396479.0780301072,3663142.6764518744
829,2014,5647003.3050398845,15552345.635459628,254704.7134556179,1819638.2457130253,37708.561840304355,3846432.1665967884
815,1990,12338700.872128416,22938228.15080416,149713.57406347603,4434519.748165444,290287.8378547019,6668651.525044548
149,1996,8218913.425339639,10312475.55673431,101456.17207676632,4813959.726978203,172051.43038521465,4655434.566346274
80,2020,8469670.756244838,13604732.159069397,210551.64767684613,9124700.83313772,8827.09513741342,5679655.242411972
886,2001,7083852.032564518,28598613.257514074,17901.725856967587,8789117.305450557,48546.722204890815,4989054.456638547
213,1994,9456206.920999322,23271552.468174264,211271.95249920367,2701018.3717897004,176863.1070494713,5606054.930090597
203,2001,5519934.314113003,16111022.28446427,34310.04838231216,6004560.03999121,476876.70577693096,3142610.7298929137
764,2007,8003632.235711137,10906068.481223373,438502.35387039935,7581230.237144183,77416.03388944596,5667373.889568096
